,Datetime,RTU_COMP_WATT,RTU_OA_HUM,RTU_OA_TEMP,RTU_RA_HUM,RTU_RA_TEMP,RTU_REFG_COND_TEMP,RTU_REFG_DISC_PRES,RTU_REFG_DISC_TEMP,RTU_REFG_SUCT_PRES,RTU_REFG_SUCT_TEMP,RTU_SA_FAN_WATT,RTU_SA_FLOW,RTU_SA_HUM,RTU_SA_TEMP,RTU_TOT_WATT,ZA_HUM,ZA_TEMP
0,2018-07-20 01:00:00,1153.4865714444668,54.90260026666667,12.751671981481481,55.613547675,22.88561251851852,21.043227430555554,221.15008650000001,35.90444867592593,154.14741383333333,15.249403259259259,71.60843941666667,2230.342165,89.25328088333335,56.397676483333335,1225.095008775,55.69627056666666,22.878256546296296
1,2018-07-20 01:30:00,1495.7099949639448,44.640909100917426,12.647376829765546,45.218598917431194,26.417727038735986,23.716936534148825,236.31904165137618,34.39513798674822,155.2206671559633,12.44016489296636,82.30025293577981,2563.3532311926606,96.26412732110091,55.603070045871554,1578.0102503027522,45.218598917431194,26.417727038735986
2,2018-07-20 02:00:00,1104.8961261269744,51.410638675213676,12.552884415954416,52.07641899145299,22.436316130104466,20.563591220322888,216.99263914529917,35.33872317188983,151.53598179487182,14.70622042260209,70.61976277777778,2199.5484846153845,87.49474714529914,55.21630058974359,1175.5158846239317,52.07641899145299,22.436316130104466
3,2018-07-20 02:30:00,1476.958357862822,42.47133487155963,12.447406687054027,43.02094499082569,26.297924051987767,23.373971855249746,234.2535293577982,33.48685134046891,154.23397009174312,11.989225749235475,82.30025293577981,2563.3532311926606,93.72253323853211,55.097156,1559.2586037706424,43.02094499082569,26.297924051987767
4,2018-07-20 03:00:00,1029.388001658708,50.2664206460177,12.354401602753194,50.91744502654868,22.31886228121927,20.028413215339235,212.92237309734514,34.35049606686332,151.52803601769912,14.83543156833825,68.94131588495574,2147.2709707964605,85.85376393805309,55.26146105309734,1098.3293136017699,50.91744502654868,22.31886228121927
5,2018-07-20 03:30:00,1502.7226606880818,42.180916236363636,12.247762535353536,42.726740863636365,26.109660792929294,23.352072813131315,234.11227727272728,33.3435601969697,152.97566881818182,11.50599107070707,83.26895445454545,2593.5247581818185,93.83625967272727,54.45488352727273,1585.991620618182,42.726740863636365,26.109660792929294
6,2018-07-20 04:00:00,935.8747709626847,49.52295157657658,12.250203233233233,50.16441337837838,22.40002308308308,19.481612147147146,209.53627963963964,33.219261551551554,152.83985783783783,15.212393993993993,66.9508072072072,2085.273867567568,84.00951663063063,55.81582938738739,1002.8255801621622,50.16441337837838,22.40002308308308
7,2018-07-20 04:30:00,1576.788639383921,42.29086345614035,12.621505121832358,42.8380814122807,25.96386858674464,23.880294181286548,237.4094757894737,34.259268299220274,152.31204315789475,11.337132173489278,84.32318241228069,2626.36012631579,93.87025978947368,54.19057762280702,1661.1118190701754,42.8380814122807,25.96386858674464
8,2018-07-20 05:00:00,889.6010571350341,48.61973639823009,12.91489883972468,49.24954892920354,22.721883824975418,19.764207866273352,211.03286123893807,33.02144616519174,155.82921345132743,15.754066022615536,65.26444584070796,2032.7498469026548,82.24312961061948,56.66821021238938,954.8654989203541,49.24954892920354,22.721883824975418
9,2018-07-20 05:30:00,1656.9105585519658,42.855440743589746,13.171398599240266,43.40995778632479,25.712638091168092,24.52856482431149,241.1564441025641,36.6421417331434,151.14541692307694,11.653237977207977,84.66300675213675,2636.944423076923,94.13911896581196,54.001076726495725,1741.573573948718,43.40995778632479,25.712638091168092
