date,Hr,RTU_COMP_WATT,RTU_LA_COND_TEMP,RTU_MA_HUM,RTU_MA_TEMP,RTU_OA_HUM,RTU_OA_TEMP,RTU_RA_HUM,RTU_RA_TEMP,RTU_REFG_COND_TEMP_1,RTU_REFG_COND_TEMP_2,RTU_REFG_DISC_PRES_1,RTU_REFG_DISC_PRES_2,RTU_REFG_DISC_TEMP_1,RTU_REFG_DISC_TEMP_2,RTU_REFG_SUCT_PRES_1,RTU_REFG_SUCT_PRES_2,RTU_REFG_SUCT_TEMP_1,RTU_REFG_SUCT_TEMP_2,RTU_SA_FAN_WATT,RTU_SA_FLOW,RTU_SA_HUM,RTU_SA_TEMP,RTU_TOT_WATT,ZA_HUM,ZA_TEMP
2020-06-02,14,637.00000775,26.5978305,44.064009999999996,22.30199375,45.019249,22.05037575,44.72283175,24.905756,23.1303625,23.226149,9.471978,8.267986,33.02952675,24.0033745,7.62946925,8.30043175,22.255671,24.50334325,1697.250122,3114.6428834999997,43.58381925,24.66866125,2511.2500915,-14.803085,23.134128
2020-06-02,15,884.000063375,25.838413375000002,42.841226750000004,22.104948625,41.613159125,21.787762,43.7914615,24.681624499999998,22.53377975,22.561630625,9.636461625,8.17817375,37.820355125,23.55854075,7.420069,8.199850875,20.966906375,24.047174875,1700.875122,3115.380249125,43.28824,24.002892125,2808.5001525,-14.803085,23.023071
2020-06-02,16,1370.1000679,29.384411399999998,38.9345349,22.8766433,33.4730227,23.6340698,42.6627002,25.4989803,22.518161,23.7431953,10.7952572,8.192840499999999,42.391275,24.9076854,7.163142499999999,8.229328800000001,22.1295983,25.2205295,1698.4001098,3138.9891846,41.5652115,23.720807,3363.9002439999995,-14.803085,23.093302299999998
2020-06-02,17,2236.666730571428,29.448831047619045,38.30472985714285,22.76459642857143,31.767227476190474,24.07247123809524,41.07270571428572,25.45839485714286,21.56768142857143,23.70668866666667,11.816870714285715,7.869442238095238,52.245645857142854,25.591604333333333,6.172200476190476,7.914440285714286,20.73285780952381,25.48274685714286,1709.2858362857144,3102.307024333333,42.7111640952381,22.636988285714285,4404.666910666667,-14.803085,23.256735476190475
2020-06-02,18,1477.833396,26.738451666666666,39.15559983333333,22.262614833333334,34.5008365,22.921262,39.184737000000005,24.893918166666666,22.319299333333333,22.908942666666665,10.671723,8.119826833333333,40.9455525,24.556341333333336,6.884111666666667,8.156714166666667,20.980704333333332,24.901668,1701.6667886666667,3160.8069663333335,40.547265333333335,23.695576666666668,3498.6668699999996,-14.803085000000001,23.019994166666667
2020-06-03,10,1622.25007625,28.178815750000002,54.58305275,22.772196,62.7190095,22.937028,52.76089375,24.7887405,21.829955249999998,23.13227675,11.15649275,8.023082500000001,43.16646,21.66232775,6.5980985,8.0517645,20.99677725,23.90863125,1686.000061,3220.2316892500003,53.49317725,23.366816999999998,3652.500183,-14.803085,23.16556075
2020-06-03,11,2012.8462187692307,30.173871807692308,55.79560723076923,23.00660926923077,63.54369030769231,23.44140965384615,54.74710503846154,24.96589815384615,21.058614769230772,23.870736,11.783383538461539,7.906684461538461,51.138362,24.838778038461538,6.550383461538461,7.944104961538462,20.872642884615384,24.683873115384618,1691.5769934615384,3041.4812293846157,59.99451880769231,22.17532342307692,4103.115558230769,-14.803085,23.329854038461537
2020-06-03,12,2989.750057638889,32.218827138888884,56.91562769444445,23.274874555555556,63.21748241666666,24.296626472222222,57.1487653888889,25.00491786111111,18.778430027777777,24.701326388888887,13.294327138888889,7.4257705000000005,61.73292247222222,26.353475222222222,5.805316888888889,7.471882555555556,20.09172797222222,25.865042666666668,1700.9723103333333,3066.9332208055553,66.79901677777778,19.86624472222222,5244.000166055555,-14.803085000000001,23.297075361111112
2020-06-03,13,2198.7407978518518,30.39065666666667,59.25958851851852,23.187636555555557,65.18269285185185,24.34925274074074,58.81427874074074,24.935618925925926,20.874015629629632,24.444406666666666,12.200658777777777,7.908589296296297,52.64249562962963,25.726496592592593,6.551902037037037,7.9524887407407405,21.156623185185186,25.63078574074074,1691.777850074074,3127.1197102222222,62.174584555555555,22.24274118518518,4311.852095851851,-14.803085,23.310975518518518
2020-06-03,14,1466.2813220625,29.3175675,61.866150375000004,22.99000509375,68.668389375,24.07726184375,60.637490875,24.87089871875,21.82956446875,23.84111771875,11.067554875,8.2114710625,49.408974,25.3729490625,6.99496240625,8.25177084375,20.9436395625,25.42063115625,1681.468788125,3067.14452359375,63.95705853125,22.9893910625,3455.6877020624997,-14.803085,23.2833180625
